site area,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost,structure type_Commercial,structure type_Industrial,structure type_Mixed-use,structure type_Residential
-1.0810364860657284,-0.4696631947776015,0.8281200878168208,-0.6285354228058324,1.5260975757452837,-1.7166666867880267,-0.12582739617657937,-1.2808664641456526,0.0,0.0,1.0,0.0
1.1710985300920222,-0.5635903329745668,0.017158245299575447,0.5460958823708485,1.1296253157093923,1.3866835743349901,1.6262688734577344,0.41569925330973634,0.0,0.0,1.0,0.0
0.6451878807145255,-0.3819978657937671,-1.2633078218329172,1.4270693612533594,1.6984768192391495,0.12594753075376444,0.2913383823077811,0.2503789517685563,0.0,0.0,1.0,0.0
-1.3857553034991603,-1.2013315174503727,-1.5620832374971654,-0.23699165441360545,-0.43902580008478714,-1.6196869911279326,-0.46883036959705354,-1.140841072129899,0.0,0.0,0.0,1.0
1.6769008311109677,1.202239865128382,-1.135261215119668,0.007723200831536414,-1.1630186227590238,0.998764791694613,0.9217222253508147,1.3217990480955484,0.0,0.0,0.0,1.0
0.9174239815687592,1.6694671679543125,-1.1779434173574177,-1.069022162247088,1.6295251218416031,1.0957444873547073,-0.7932926417515561,0.8692008455155964,1.0,0.0,0.0,0.0
0.70628632380397,-0.33286674735227756,-1.0925790128819182,0.05666617188056479,0.8538185261192068,-0.8923392736772254,0.4952860962334684,0.7436296875143722,0.0,0.0,0.0,1.0
0.51139002432878,1.0148672663662308,-1.3913544285461665,-0.18804868336457708,0.6986772069747276,-0.746869730187084,-0.44101931769809616,-0.2708768623804104,0.0,0.0,1.0,0.0
-1.6456170361327471,-1.2013315174503727,-1.2633078218329172,0.8397537086650187,-0.12874316179582856,0.9502749438645658,-0.41320826579913883,-1.3079681529228953,0.0,0.0,0.0,1.0
-0.44298312468861845,-0.6377686882685806,-0.7511213949799201,-0.3838205675606906,0.5780117365290215,0.7563155525443772,0.2913383823077811,-0.21577009520001705,0.0,0.0,0.0,1.0
-1.1514157053206582,-1.1078860568851867,-1.4340366307839163,1.4270693612533594,1.5778113487934435,-1.3772377519776968,0.3562308367386816,-0.19137857530049868,0.0,0.0,0.0,1.0
0.10303587304742963,0.8539869373519413,1.2122599079565686,0.5460958823708485,0.09534985474619705,-0.5529103388668954,-0.7932926417515561,0.7915093376875009,0.0,1.0,0.0,0.0
0.13551858962662797,0.637232003051252,-0.36698157484017235,1.7207271875475296,1.4054321052995775,-0.21348140405656552,1.6169985228247488,1.1763533183243462,0.0,0.0,0.0,1.0
-0.830455529597627,-0.42872059607636015,0.1452048520128247,-0.18804868336457708,-0.9906393792651579,1.6291328134852257,-0.7932926417515561,-0.6665615185281529,1.0,0.0,0.0,0.0
0.8717934987551234,-0.6406587540592564,-1.6047654397349151,-0.5795924517568041,1.4226700296489643,0.1744373785838116,-0.7932926417515561,0.525009398044615,1.0,0.0,0.0,0.0
1.4379208448497227,2.2513337471437187,0.1452048520128247,-1.069022162247088,-1.2492082445059567,-0.3589509475467069,0.8290187190209568,1.4826024015071881,0.0,0.0,0.0,1.0
0.4997890541219235,-0.5366163855949255,1.2122599079565686,0.5460958823708485,-0.7320705140243591,1.5806429656551786,-0.7932926417515561,0.29554843306396067,1.0,0.0,0.0,0.0
-1.379568119388837,-1.2013315174503727,0.443980267677073,-1.7052807858844568,-1.4733012610479823,-0.0680118605664241,-0.5151821227619825,-1.7759239791432848,0.0,0.0,1.0,0.0
-0.9093421270042515,-0.5038623066339325,0.8708022900545705,-0.824307307001946,0.88829437481798,-0.16499155622651837,-0.7932926417515561,-0.934868237422855,1.0,0.0,0.0,0.0
0.23219334135043251,-0.24086631968242941,0.443980267677073,1.0844685639101606,0.11258777909558364,0.4653764655640944,1.913649743080294,-0.5798361144409765,0.0,0.0,1.0,0.0
-0.16301304369648048,0.19697864760496303,-0.3242993726024226,-1.4116229595902865,0.23325324954128973,1.72611250914532,1.5521060683938481,0.22237387336540554,0.0,0.0,0.0,1.0
0.37836556595682497,0.7846253583757208,-0.8791680016931694,1.3781263902043308,-0.18045693484398834,-0.26197125188661263,1.292536250670246,0.8168042472129273,0.0,0.0,0.0,1.0
-0.9920957144798283,-1.2013315174503727,-0.45234597931567183,-0.8732502780509743,1.5433355000946702,1.5321531178251315,-0.7932926417515561,-0.5120818924978698,0.0,1.0,0.0,0.0
-0.34940196501997567,0.23310446998841125,0.1452048520128247,1.3291834191553025,1.59504927314283,0.1744373785838116,-0.3946675645331672,-0.5120818924978698,0.0,0.0,0.0,1.0
-1.5999865533191113,-0.7182088527757252,-0.4950281815534216,1.5738982744004444,-1.2836840932047298,1.5806429656551786,-0.7932926417515561,-0.8896987561274506,1.0,0.0,0.0,0.0
0.3683113917775493,-0.3872963197433395,-0.8364857994554197,0.6929247955179336,0.1643015521437434,0.2714170742439059,1.8765683405483509,-0.3828971759930133,0.0,0.0,1.0,0.0
0.5779022535147575,0.4932103911492385,0.5293446721525725,1.5738982744004444,-0.0942673130970554,0.36839676990400017,1.5521060683938481,1.4826024015071881,0.0,0.0,0.0,1.0
-0.2774759497374651,-0.5443232277033945,-1.2633078218329172,-0.9711362201490311,1.5260975757452837,-0.9408291215072726,0.013227863318207453,-1.1218698899858293,0.0,0.0,1.0,0.0
-0.7662634944530209,-0.3723643131581809,-1.305990024070667,-1.069022162247088,0.49182211478208854,-0.7953595780171312,-0.07020529237866464,-0.7487699744857889,0.0,0.0,0.0,1.0
-0.564406612853717,-1.134860004264828,-0.23893496812692308,1.2802404481062741,-0.318360329639081,0.8048054003744244,0.3747715380046532,0.05615018219831738,0.0,0.0,0.0,1.0
0.7302616622314735,0.061627233074977035,-0.6230747882666708,-1.4116229595902865,-0.9389256062169982,0.36839676990400017,-0.03312388984672149,0.13926202778186147,0.0,0.0,0.0,1.0
1.004044559113288,-0.7042402014541252,0.1452048520128247,0.9865826218121039,-1.7146322019393945,-0.9408291215072726,2.080516054474038,-0.11007350896877079,0.0,0.0,1.0,0.0
1.2623594957192938,2.2792710497869186,-1.5620832374971654,-1.069022162247088,-0.8527359844700652,-0.4559306432068012,2.2473823658677823,1.924359928576243,0.0,0.0,0.0,1.0
-1.2465436610168819,-0.6796746422333805,1.4256709191453174,0.3013810271257067,1.095149467010619,-0.6498900345269898,0.2264459278768806,-1.171556319410774,0.0,0.0,1.0,0.0
0.4874146859012765,0.4493777266573213,0.7000734811035715,1.671784216498501,-0.5424533461811066,1.04725463952466,-0.7932926417515561,1.0760770698485485,0.0,1.0,0.0,0.0
0.13706538565420884,-0.3338301026158362,-0.06820615917592407,1.2802404481062741,-0.5424533461811066,1.5806429656551786,-0.7932926417515561,0.3732399408920562,1.0,0.0,0.0,0.0
